"DocType:","Sales Invoice","","","","","","","","","","","","~","Sales Invoice Item","items","","","","","","","","","~","~","~","~","Sales Taxes and Charges","taxes","","~","~","Payment Schedule","payment_schedule","~","Sales Invoice Payment","payments","~","Sales Team","sales_team"
"Column Labels:","Series","Company","Date","Currency","Exchange Rate","Price List","Price List Currency","Price List Exchange Rate","Net Total (Company Currency)","Grand Total (Company Currency)","Grand Total","Debit To","","Item Name","Description","UOM","UOM Conversion Factor","Rate","Amount","Rate (Company Currency)","Amount (Company Currency)","Income Account","Cost Center","","","","","Type","Account Head","Description","","","Due Date","Payment Amount","","Mode of Payment","Amount","","Sales Person",""
"Column Name:","naming_series","company","posting_date","currency","conversion_rate","selling_price_list","price_list_currency","plc_conversion_rate","base_net_total","base_grand_total","grand_total","debit_to","~","item_name","description","uom","conversion_factor","rate","amount","base_rate","base_amount","income_account","cost_center","~","~","~","~","charge_type","account_head","description","~","~","due_date","payment_amount","~","mode_of_payment","amount","~","sales_person","~"
"Mandatory:","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","Yes","Yes","","Yes","Yes","","Yes",""
"Type:","Select","Link","Date","Link","Float","Link","Link","Float","Currency","Currency","Currency","Link","","Data","Text Editor","Link","Float","Currency","Currency","Currency","Currency","Link","Link","","","","","Select","Link","Small Text","","","Date","Currency","","Link","Currency","","Link",""
"Info:","One of: ACC-SINV-.YYYY.-","Valid Company","dd-mm-yyyy","Valid Currency","","Valid Price List","Valid Currency","","","","","Valid Account","","","","Valid UOM","","","","","","Valid Account","Valid Cost Center","","","","","One of: Actual, On Net Total, On Previous Row Amount, On Previous Row Total, On Item Quantity","Valid Account","","","","dd-mm-yyyy","","","Valid Mode of Payment","","","Valid Sales Person",""
"Start entering data below this line","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","201691","Shahico Services","22-06-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-06-2016","35","","","","","",""
"","202544","Shahico Services","03-12-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03-12-2017","10","","","","","",""
"","204819","Shahico Services","06-09-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","06-09-2019","260","","","","","",""
"","201705","Shahico Services","26-06-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26-06-2016","0","","","","","",""
"","201697","Shahico Services","23-06-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23-06-2016","1200","","","","","",""
"","201860","Shahico Services","17-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17-08-2016","20","","","","","",""
"","201874","Shahico Services","20-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20-08-2016","165","","","","","",""
"","201892","Shahico Services","25-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25-08-2016","1558","","","","","",""
"","201924","Shahico Services","09-03-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","09-03-2016","7","","","","","",""
"","201932","Shahico Services","09-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","09-08-2016","20","","","","","",""
"","201950","Shahico Services","18-09-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18-09-2016","0","","","","","",""
"","202002","Shahico Services","10-05-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10-05-2016","0","","","","","",""
"","202758","Shahico Services","06-12-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","06-12-2017","315","","","","","",""
"","202789","Shahico Services","20-06-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20-06-2017","2550","","","","","",""
"","203502","Shahico Services","27-02-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27-02-2018","5","","","","","",""
"","203522","Shahico Services","03-05-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03-05-2018","10","","","","","",""
"","203757","Shahico Services","17-05-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17-05-2018","10","","","","","",""
"","204036","Shahico Services","08-01-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","08-01-2018","200","","","","","",""
"","204103","Shahico Services","30-08-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30-08-2018","0","","","","","",""
"","204114","Shahico Services","09-04-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","09-04-2018","5","","","","","",""
"","204117","Shahico Services","09-05-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","09-05-2018","10","","","","","",""
"","204179","Shahico Services","10-03-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10-03-2018","10","","","","","",""
"","204260","Shahico Services","13-11-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13-11-2018","5","","","","","",""
"","204372","Shahico Services","01-10-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01-10-2019","10","","","","","",""
"","204972","Shahico Services","24-07-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24-07-2019","300","","","","","",""
"","205015","Shahico Services","08-07-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","08-07-2019","300","","","","","",""
"","201083","Shahico Services","16-11-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16-11-2015","7","","","","","",""
"","201905","Shahico Services","30-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30-08-2016","0","","","","","",""
"","201674","Shahico Services","06-09-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","06-09-2016","15","","","","","",""
"","201759","Shahico Services","07-02-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","07-02-2016","250","","","","","",""
"","204377","Shahico Services","14-01-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14-01-2019","350","","","","","",""
"","204752","Shahico Services","05-12-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","05-12-2019","250","","","","","",""
"","204071","Shahico Services","08-09-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","08-09-2018","20","","","","","",""
"","203587","Shahico Services","19-03-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19-03-2018","10","","","","","",""
"","204527","Shahico Services","03-04-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03-04-2019","30","","","","","",""
"","203127","Shahico Services","17-09-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17-09-2017","21.5","","","","","",""
"","204895","Shahico Services","07-04-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","07-04-2019","300","","","","","",""
"","205039","Shahico Services","22-08-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-08-2019","1500","","","","","",""
"","205000","Shahico Services","30-07-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31-07-2019","40","","","","","",""
"","204521","Shahico Services","03-02-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03-02-2019","500","","","","","",""
"","203382","Shahico Services","23-01-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23-01-2018","350","","","","","",""
"","203429","Shahico Services","02-11-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","02-11-2018","10","","","","","",""
"","201603","Shahico Services","29-05-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25-05-2016","100","","","","","",""
"","201679","Shahico Services","21-06-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-06-2016","40","","","","","",""
"","203044","Shahico Services","29-08-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29-08-2017","5","","","","","",""
"","203045","Shahico Services","29-08-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29-08-2017","5","","","","","",""
"","201192","Shahico Services","26-12-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26-12-2015","700","","","","","",""
"","201243","Shahico Services","29-12-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29-12-2015","220","","","","","",""
"","201840","Shahico Services","13-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13-08-2016","100","","","","","",""
"","202976","Shahico Services","08-10-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","08-10-2017","5","","","","","",""
"","201682","Shahico Services","21-06-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-06-2016","10","","","","","",""
"","204206","Shahico Services","10-10-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10-10-2018","5","","","","","",""
"","203377","Shahico Services","20-01-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20-01-2018","100","","","","","",""
"","201088","Shahico Services","17-11-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17-11-2015","22","","","","","",""
"","201141","Shahico Services","12-09-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12-09-2015","25","","","","","",""
"","203723","Shahico Services","05-06-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","05-06-2018","350","","","","","",""
"","203746","Shahico Services","13-05-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13-05-2018","300","","","","","",""
"","204600","Shahico Services","26-03-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26-03-2019","145","","","","","",""
"","203750","Shahico Services","15-05-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15-05-2018","350","","","","","",""
"","201350","Shahico Services","22-02-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-02-2016","350","","","","","",""
"","203840","Shahico Services","06-10-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","06-10-2018","200","","","","","",""
"","201869","Shahico Services","18-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18-08-2016","30","","","","","",""
"","204371","Shahico Services","01-10-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01-10-2019","50","","","","","",""
"","203568","Shahico Services","03-08-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03-08-2018","200","","","","","",""
"","203149","Shahico Services","25-09-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25-09-2017","5","","","","","",""
"","201733","Shahico Services","21-06-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-06-2016","100","","","","","",""
"","203956","Shahico Services","07-03-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","07-03-2018","20","","","","","",""
"","203971","Shahico Services","07-05-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","07-05-2018","200","","","","","",""
"","203023","Shahico Services","24-08-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24-08-2017","13","","","","","",""
"","203179","Shahico Services","10-07-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10-07-2017","7","","","","","",""
"","204863","Shahico Services","23-06-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23-06-2019","120","","","","","",""
"","205052","Shahico Services","26-08-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26-08-2019","300","","","","","",""
"","203355","Shahico Services","01-11-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01-11-2018","300","","","","","",""
"","203437","Shahico Services","02-11-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","02-11-2018","100","","","","","",""
"","203523","Shahico Services","03-05-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03-05-2018","10","","","","","",""
"","203525","Shahico Services","03-05-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03-05-2018","10","","","","","",""
"","203898","Shahico Services","25-06-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25-06-2018","260","","","","","",""
"","203989","Shahico Services","07-10-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","07-10-2018","130","","","","","",""
"","204100","Shahico Services","29-08-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29-08-2018","260","","","","","",""
"","204181","Shahico Services","10-04-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10-04-2018","130","","","","","",""
"","204055","Shahico Services","08-07-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","08-07-2018","140","","","","","",""
"","203071","Shahico Services","09-06-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","09-09-2017","410","","","","","",""
"","204997","Shahico Services","30-07-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30-07-2019","10","","","","","",""
"","1005","Shahico Services","06-07-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","06-07-2015","280","","","","","",""
"","1007","Shahico Services","29-06-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29-06-2015","105","","","","","",""
"","1033","Shahico Services","25-07-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25-07-2015","115","","","","","",""
"","20007","Shahico Services","08-04-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","08-04-2015","110","","","","","",""
"","1011","Shahico Services","13-06-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13-06-2015","140","","","","","",""
"","1002","Shahico Services","18-06-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18-06-2015","1200","","","","","",""
"","1020","Shahico Services","21-06-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-06-2015","140","","","","","",""
"","1003","Shahico Services","28-06-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28-06-2015","230","","","","","",""
"","20025","Shahico Services","13-08-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13-08-2015","140","","","","","",""
"","20029","Shahico Services","15-08-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15-08-2015","140","","","","","",""
"","20058","Shahico Services","27-08-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27-08-2015","140","","","","","",""
"","20059","Shahico Services","27-08-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27-08-2015","140","","","","","",""
"","20109","Shahico Services","30-09-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30-09-2015","140","","","","","",""
"","20148","Shahico Services","14-10-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14-10-2015","200","","","","","",""
"","201188","Shahico Services","24-12-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24-12-2015","200","","","","","",""
"","201345","Shahico Services","13-02-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13-02-2016","300","","","","","",""
"","202821","Shahico Services","07-02-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18-08-2017","5","","","","","",""
"","203243","Shahico Services","11-04-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11-04-2017","210","","","","","",""
"","204969","Shahico Services","23-07-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23-07-2019","599","","","","","",""
"","205056","Shahico Services","28-08-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28-08-2019","20","","","","","",""
"","204173","Shahico Services","30-09-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30-09-2018","544","","","","","",""
"","203171","Shahico Services","10-03-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10-03-2017","0","","","","","",""
"","201138","Shahico Services","12-07-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12-06-2015","200","","","","","",""
"","201160","Shahico Services","19-12-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19-12-2015","100","","","","","",""
"","201161","Shahico Services","19-12-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19-12-2015","20","","","","","",""
"","201162","Shahico Services","19-12-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19-12-2015","10","","","","","",""
"","202720","Shahico Services","30-05-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30-05-2017","10","","","","","",""
"","203670","Shahico Services","16-04-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16-04-2018","5","","","","","",""
"","204906","Shahico Services","07-07-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","07-07-2019","780","","","","","",""
"","201889","Shahico Services","25-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25-08-2016","10","","","","","",""
"","203795","Shahico Services","28-05-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28-05-2018","1500","","","","","",""
"","204078","Shahico Services","13-08-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13-08-2018","7","","","","","",""
"","204079","Shahico Services","13-08-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13-08-2018","21","","","","","",""
"","204285","Shahico Services","25-11-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25-11-2018","20","","","","","",""
"","204009","Shahico Services","24-07-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24-07-2018","185","","","","","",""
"","201142","Shahico Services","12-10-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12-10-2015","10","","","","","",""
"","203472","Shahico Services","21-02-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-02-2018","400","","","","","",""
"","203473","Shahico Services","21-02-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-02-2018","50","","","","","",""
"","202620","Shahico Services","19-04-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19-04-2017","500","","","","","",""
"","201823","Shahico Services","08-03-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","08-03-2016","160","","","","","",""
"","201893","Shahico Services","27-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27-08-2016","85","","","","","",""
"","201911","Shahico Services","31-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31-08-2016","0","","","","","",""
"","202036","Shahico Services","13-10-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13-10-2016","30","","","","","",""
"","202075","Shahico Services","23-10-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23-10-2016","20","","","","","",""
"","202153","Shahico Services","14-11-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14-11-2016","85","","","","","",""
"","202523","Shahico Services","14-03-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14-03-2017","30","","","","","",""
"","203724","Shahico Services","05-06-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","05-06-2018","350","","","","","",""
"","201910","Shahico Services","31-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31-08-2016","20","","","","","",""
"","202214","Shahico Services","12-05-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12-05-2016","20","","","","","",""
"","202227","Shahico Services","12-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12-08-2016","100","","","","","",""
"","204318","Shahico Services","13-12-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13-12-2018","700","","","","","",""
"","204665","Shahico Services","15-04-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15-04-2019","450","","","","","",""
"","204763","Shahico Services","15-05-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15-05-2019","800","","","","","",""
"","204769","Shahico Services","20-05-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20-05-2019","470","","","","","",""
"","204788","Shahico Services","27-05-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27-05-2019","200","","","","","",""
"","204848","Shahico Services","19-06-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19-06-2019","160","","","","","",""
"","201104","Shahico Services","23-11-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23-11-2015","10","","","","","",""
"","201137","Shahico Services","12-06-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12-06-2015","60","","","","","",""
"","201140","Shahico Services","12-09-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12-09-2015","200","","","","","",""
"","201922","Shahico Services","31-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31-08-2016","30","","","","","",""
"","201923","Shahico Services","31-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31-08-2016","10","","","","","",""
"","201976","Shahico Services","26-09-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26-09-2016","30","","","","","",""
"","201995","Shahico Services","10-01-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10-01-2016","30","","","","","",""
"","202011","Shahico Services","10-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10-08-2016","5","","","","","",""
"","202023","Shahico Services","10-12-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10-12-2016","55","","","","","",""
"","202024","Shahico Services","10-12-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10-12-2016","30","","","","","",""
"","202038","Shahico Services","13-10-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13-10-2016","100","","","","","",""
"","202039","Shahico Services","13-10-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13-10-2016","30","","","","","",""
"","202084","Shahico Services","26-10-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26-10-2016","30","","","","","",""
"","202093","Shahico Services","27-10-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27-10-2016","30","","","","","",""
"","202105","Shahico Services","11-01-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11-01-2016","226.6","","","","","",""
"","202132","Shahico Services","11-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11-08-2016","50","","","","","",""
"","202143","Shahico Services","11-12-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11-12-2016","54","","","","","",""
"","202316","Shahico Services","15-01-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15-01-2017","1","","","","","",""
"","204811","Shahico Services","06-03-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","06-03-2019","30","","","","","",""
"","204506","Shahico Services","24-02-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24-02-2019","599","","","","","",""
"","204607","Shahico Services","28-03-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28-03-2019","5","","","","","",""
"","204697","Shahico Services","23-04-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-04-2019","15","","","","","",""
"","204753","Shahico Services","13-05-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13-05-2019","100","","","","","",""
"","204813","Shahico Services","06-03-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","06-03-2019","50","","","","","",""
"","204958","Shahico Services","21-07-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-07-2019","25","","","","","",""
"","204990","Shahico Services","28-07-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28-07-2019","35","","","","","",""
"","205037","Shahico Services","20-08-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20-08-2019","25","","","","","",""
"","204399","Shahico Services","22-01-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-01-2019","10","","","","","",""
"","204471","Shahico Services","02-07-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","02-07-2019","100","","","","","",""
"","204574","Shahico Services","19-03-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19-03-2019","60","","","","","",""
"","204593","Shahico Services","25-03-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25-03-2019","5","","","","","",""
"","204762","Shahico Services","15-05-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15-05-2019","1250","","","","","",""
"","203442","Shahico Services","02-12-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24-03-2018","100","","","","","",""
"","203442","Shahico Services","02-12-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24-03-2018","100","","","","","",""
