"DocType:","Sales Invoice","","","","","","","","","","","","~","Sales Invoice Item","items","","","","","","","","","~","~","~","~","Sales Taxes and Charges","taxes","","~","~","Payment Schedule","payment_schedule","~","Sales Invoice Payment","payments","~","Sales Team","sales_team"
"Column Labels:","Series","Company","Date","Currency","Exchange Rate","Price List","Price List Currency","Price List Exchange Rate","Net Total (Company Currency)","Grand Total (Company Currency)","Grand Total","Debit To","","Item Name","Description","UOM","UOM Conversion Factor","Rate","Amount","Rate (Company Currency)","Amount (Company Currency)","Income Account","Cost Center","","","","","Type","Account Head","Description","","","Due Date","Payment Amount","","Mode of Payment","Amount","","Sales Person",""
"Column Name:","naming_series","company","posting_date","currency","conversion_rate","selling_price_list","price_list_currency","plc_conversion_rate","base_net_total","base_grand_total","grand_total","debit_to","~","item_name","description","uom","conversion_factor","rate","amount","base_rate","base_amount","income_account","cost_center","~","~","~","~","charge_type","account_head","description","~","~","due_date","payment_amount","~","mode_of_payment","amount","~","sales_person","~"
"Mandatory:","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","Yes","Yes","","Yes","Yes","","Yes",""
"Type:","Select","Link","Date","Link","Float","Link","Link","Float","Currency","Currency","Currency","Link","","Data","Text Editor","Link","Float","Currency","Currency","Currency","Currency","Link","Link","","","","","Select","Link","Small Text","","","Date","Currency","","Link","Currency","","Link",""
"Info:","One of: ACC-SINV-.YYYY.-","Valid Company","dd-mm-yyyy","Valid Currency","","Valid Price List","Valid Currency","","","","","Valid Account","","","","Valid UOM","","","","","","Valid Account","Valid Cost Center","","","","","One of: Actual, On Net Total, On Previous Row Amount, On Previous Row Total, On Item Quantity","Valid Account","","","","dd-mm-yyyy","","","Valid Mode of Payment","","","Valid Sales Person",""
"Start entering data below this line","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","201229","Shahico Services","01-10-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01-10-2016","62","","","","","",""
"","201274","Shahico Services","30-01-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30-01-2016","75","","","","","",""
"","201600","Shahico Services","28-05-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28-05-2016","1450","","","","","",""
"","201827","Shahico Services","08-07-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","08-07-2016","35","","","","","",""
"","201849","Shahico Services","14-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14-08-2016","7","","","","","",""
"","202350","Shahico Services","01-05-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01-05-2017","2650","","","","","",""
"","202861","Shahico Services","07-11-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","07-11-2017","0","","","","","",""
"","202524","Shahico Services","14-03-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14-03-2017","1","","","","","",""
"","202826","Shahico Services","07-02-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","07-02-2017","5","","","","","",""
"","201381","Shahico Services","03-02-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03-02-2016","50","","","","","",""
"","201626","Shahico Services","06-06-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","06-06-2016","30","","","","","",""
"","201552","Shahico Services","16-05-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16-05-2016","30","","","","","",""
"","203514","Shahico Services","03-04-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03-04-2018","10","","","","","",""
"","203579","Shahico Services","18-03-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18-03-2018","140","","","","","",""
"","204397","Shahico Services","22-01-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-01-2019","50","","","","","",""
"","201760","Shahico Services","14-07-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14-07-2016","0","","","","","",""
"","202660","Shahico Services","05-08-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","05-08-2017","13","","","","","",""
"","202286","Shahico Services","01-03-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01-03-2017","3","","","","","",""
"","202290","Shahico Services","01-04-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01-04-2017","36","","","","","",""
"","202291","Shahico Services","01-04-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01-04-2017","36","","","","","",""
"","202723","Shahico Services","30-05-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30-05-2017","5","","","","","",""
"","202724","Shahico Services","30-05-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30-05-2017","5","","","","","",""
"","202792","Shahico Services","22-06-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-06-2017","3","","","","","",""
"","202840","Shahico Services","07-05-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","07-05-2017","20","","","","","",""
"","203028","Shahico Services","24-08-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24-08-2017","30","","","","","",""
"","203029","Shahico Services","24-08-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24-08-2017","20","","","","","",""
"","203030","Shahico Services","24-08-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24-08-2017","10","","","","","",""
"","203031","Shahico Services","24-08-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24-08-2017","2","","","","","",""
"","203075","Shahico Services","09-06-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","09-06-2017","0","","","","","",""
"","203479","Shahico Services","21-02-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-02-2018","5","","","","","",""
"","203480","Shahico Services","21-02-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-02-2018","1","","","","","",""
"","203621","Shahico Services","26-03-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26-03-2018","10","","","","","",""
"","204286","Shahico Services","26-11-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26-11-2018","300","","","","","",""
"","204351","Shahico Services","01-03-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01-03-2019","3000","","","","","",""
"","202451","Shahico Services","21-02-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-02-2017","0","","","","","",""
"","201871","Shahico Services","20-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20-08-2016","20","","","","","",""
"","204873","Shahico Services","26-06-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26-06-2019","489","","","","","",""
"","202743","Shahico Services","06-06-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","06-06-2017","26","","","","","",""
"","204803","Shahico Services","28-05-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28-05-2019","0","","","","","",""
"","201656","Shahico Services","16-06-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16-06-2016","30","","","","","",""
"","201577","Shahico Services","22-05-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-05-2016","525","","","","","",""
"","201592","Shahico Services","26-05-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26-05-2016","21","","","","","",""
"","202288","Shahico Services","01-03-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01-03-2017","5","","","","","",""
"","203165","Shahico Services","28-09-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28-09-2016","7","","","","","",""
"","202296","Shahico Services","01-08-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01-08-2017","5","","","","","",""
"","202315","Shahico Services","15-01-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15-01-2017","15","","","","","",""
"","202752","Shahico Services","06-08-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","06-08-2017","13","","","","","",""
"","201851","Shahico Services","14-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14-08-2016","35","","","","","",""
"","204214","Shahico Services","10-12-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10-12-2018","1100","","","","","",""
"","204266","Shahico Services","15-11-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15-11-2018","380","","","","","",""
"","204271","Shahico Services","18-11-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18-11-2018","1","","","","","",""
"","203443","Shahico Services","14-02-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14-02-2018","93","","","","","",""
"","203847","Shahico Services","06-10-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","06-10-2018","7","","","","","",""
"","204511","Shahico Services","25-02-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25-02-2019","50","","","","","",""
"","204614","Shahico Services","31-03-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31-03-2019","350","","","","","",""
"","202848","Shahico Services","07-09-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","07-09-2017","5","","","","","",""
"","202872","Shahico Services","15-07-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15-07-2017","15","","","","","",""
"","202969","Shahico Services","08-10-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","08-10-2017","7","","","","","",""
"","203125","Shahico Services","17-09-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17-09-2017","15","","","","","",""
"","20172","Shahico Services","20-10-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20-10-2015","660","","","","","",""
"","201309","Shahico Services","02-07-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","02-07-2016","181","","","","","",""
"","201380","Shahico Services","03-02-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03-02-2016","181","","","","","",""
"","201446","Shahico Services","20-03-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20-03-2016","181","","","","","",""
"","202475","Shahico Services","22-02-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-02-2017","5","","","","","",""
"","202593","Shahico Services","04-06-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","04-06-2017","5","","","","","",""
"","202693","Shahico Services","24-05-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24-05-2017","7","","","","","",""
"","202694","Shahico Services","24-05-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24-05-2017","10","","","","","",""
"","202695","Shahico Services","24-05-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24-05-2017","7","","","","","",""
"","203520","Shahico Services","03-05-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03-05-2018","10","","","","","",""
"","20089","Shahico Services","19-09-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19-09-2015","130","","","","","",""
"","201395","Shahico Services","03-03-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03-03-2016","50","","","","","",""
"","204544","Shahico Services","03-07-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03-07-2019","1500","","","","","",""
"","20140","Shahico Services","13-10-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13-10-2015","480","","","","","",""
"","201723","Shahico Services","27-06-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27-06-2016","100","","","","","",""
"","201455","Shahico Services","21-03-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-03-2016","7","","","","","",""
"","202079","Shahico Services","24-10-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24-10-2016","50","","","","","",""
"","202228","Shahico Services","12-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12-08-2016","0","","","","","",""
"","203294","Shahico Services","12-10-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12-04-2017","0","","","","","",""
"","203295","Shahico Services","12-04-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12-04-2017","0","","","","","",""
"","204309","Shahico Services","12-10-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12-10-2018","20","","","","","",""
"","204225","Shahico Services","17-10-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17-10-2018","250","","","","","",""
"","201314","Shahico Services","02-09-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","02-09-2016","5","","","","","",""
"","204356","Shahico Services","01-06-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01-06-2019","170","","","","","",""
"","204700","Shahico Services","27-04-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27-04-2019","120","","","","","",""
"","201305","Shahico Services","02-07-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","02-07-2016","14","","","","","",""
"","204235","Shahico Services","22-10-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23-10-2018","20","","","","","",""
"","204275","Shahico Services","21-11-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-11-2018","50","","","","","",""
"","204242","Shahico Services","28-10-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28-10-2018","1950","","","","","",""
"","204561","Shahico Services","16-03-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16-03-2019","1000","","","","","",""
"","203494","Shahico Services","26-02-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26-02-2018","300","","","","","",""
"","202301","Shahico Services","01-07-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01-07-2017","1249","","","","","",""
"","202312","Shahico Services","15-01-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15-01-2017","800","","","","","",""
"","202313","Shahico Services","15-01-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15-01-2017","10","","","","","",""
"","202388","Shahico Services","29-01-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29-01-2017","0","","","","","",""
"","202434","Shahico Services","18-02-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18-02-2017","20","","","","","",""
"","202452","Shahico Services","21-02-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-02-2017","21","","","","","",""
"","202453","Shahico Services","21-02-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-02-2017","14","","","","","",""
"","202454","Shahico Services","21-02-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-02-2017","0","","","","","",""
"","202455","Shahico Services","21-02-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-02-2017","7","","","","","",""
"","202456","Shahico Services","21-02-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-02-2017","30","","","","","",""
"","202511","Shahico Services","03-10-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03-10-2017","50","","","","","",""
"","202817","Shahico Services","07-01-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","07-01-2017","20","","","","","",""
"","202818","Shahico Services","07-01-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","07-01-2017","3","","","","","",""
"","202819","Shahico Services","07-01-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","07-01-2017","7","","","","","",""
"","202899","Shahico Services","22-07-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-07-2017","30","","","","","",""
"","202901","Shahico Services","22-07-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-07-2017","7","","","","","",""
"","202902","Shahico Services","22-07-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-07-2017","7","","","","","",""
"","202903","Shahico Services","22-07-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-07-2017","7","","","","","",""
"","202904","Shahico Services","22-07-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-07-2017","7","","","","","",""
"","202905","Shahico Services","22-07-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-07-2017","7","","","","","",""
"","202906","Shahico Services","22-07-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-07-2017","3","","","","","",""
"","202907","Shahico Services","22-07-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-07-2017","7","","","","","",""
"","202908","Shahico Services","22-07-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-07-2017","7","","","","","",""
"","202909","Shahico Services","22-07-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-07-2017","7","","","","","",""
"","202910","Shahico Services","22-07-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-07-2017","7","","","","","",""
"","202911","Shahico Services","22-07-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-07-2017","7","","","","","",""
"","202912","Shahico Services","22-07-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-07-2017","14","","","","","",""
"","203481","Shahico Services","22-02-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-02-2018","650","","","","","",""
"","203554","Shahico Services","03-12-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03-12-2018","0","","","","","",""
"","203595","Shahico Services","13-03-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13-03-2018","0","","","","","",""
"","203610","Shahico Services","24-03-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24-03-2018","0","","","","","",""
"","204016","Shahico Services","28-07-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28-07-2018","0","","","","","",""
"","204099","Shahico Services","29-08-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29-08-2018","255","","","","","",""
"","204120","Shahico Services","09-09-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","09-09-2018","475","","","","","",""
"","204122","Shahico Services","09-09-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","09-09-2018","1201","","","","","",""
"","204144","Shahico Services","15-09-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15-09-2018","255","","","","","",""
"","204145","Shahico Services","15-09-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15-09-2018","255","","","","","",""
"","204213","Shahico Services","10-11-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10-12-2018","200","","","","","",""
"","204233","Shahico Services","21-10-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-10-2018","255","","","","","",""
"","204245","Shahico Services","31-10-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31-10-2018","360","","","","","",""
"","204868","Shahico Services","24-06-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24-06-2019","220","","","","","",""
"","201667","Shahico Services","19-06-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19-06-2016","2875","","","","","",""
"","201866","Shahico Services","18-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18-08-2016","7","","","","","",""
"","201973","Shahico Services","25-09-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25-09-2016","0","","","","","",""
"","201974","Shahico Services","25-09-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25-09-2016","118","","","","","",""
"","204488","Shahico Services","14-02-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14-02-2019","10","","","","","",""
"","20173","Shahico Services","26-10-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26-10-2015","140","","","","","",""
"","202775","Shahico Services","21-06-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-06-2017","1","","","","","",""
"","200797","Shahico Services","07-01-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","07-01-2015","125","","","","","",""
"","200798","Shahico Services","08-01-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","08-01-2015","150","","","","","",""
"","200799","Shahico Services","09-01-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","09-01-2015","130","","","","","",""
"","20138","Shahico Services","10-12-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10-12-2015","125","","","","","",""
"","201784","Shahico Services","11-09-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11-09-2015","25","","","","","",""
"","201131","Shahico Services","02-01-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","02-01-2016","0","","","","","",""
"","201235","Shahico Services","01-11-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01-11-2016","0","","","","","",""
"","201299","Shahico Services","02-06-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","02-06-2016","0","","","","","",""
"","201402","Shahico Services","03-05-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03-05-2016","0","","","","","",""
"","201518","Shahico Services","05-02-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","05-02-2016","0","","","","","",""
"","201519","Shahico Services","05-02-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","05-02-2016","0","","","","","",""
"","201813","Shahico Services","08-02-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","08-02-2016","40","","","","","",""
"","202786","Shahico Services","21-06-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-06-2017","500","","","","","",""
"","203080","Shahico Services","09-09-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","09-09-2017","30","","","","","",""
"","203155","Shahico Services","25-09-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25-09-2017","30","","","","","",""
"","202776","Shahico Services","21-06-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-06-2017","1","","","","","",""
"","202370","Shahico Services","22-01-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-01-2017","300","","","","","",""
"","201842","Shahico Services","13-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13-08-2016","20","","","","","",""
"","202072","Shahico Services","23-10-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23-10-2016","20","","","","","",""
"","202104","Shahico Services","11-01-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11-01-2016","50","","","","","",""
"","202371","Shahico Services","22-01-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-01-2017","2","","","","","",""
"","202373","Shahico Services","22-01-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-01-2017","4","","","","","",""
"","202457","Shahico Services","21-02-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-02-2017","0","","","","","",""
"","204482","Shahico Services","02-11-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","02-11-2019","350","","","","","",""
"","202302","Shahico Services","01-11-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01-11-2017","400","","","","","",""
"","203370","Shahico Services","16-01-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16-01-2018","350","","","","","",""
"","203388","Shahico Services","24-01-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24-01-2018","5","","","","","",""
"","203349","Shahico Services","01-09-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01-09-2018","560","","","","","",""
"","203136","Shahico Services","18-01-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18-01-2017","300","","","","","",""
"","201082","Shahico Services","15-11-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15-11-2015","20","","","","","",""
"","202314","Shahico Services","15-01-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15-01-2017","14","","","","","",""
"","204516","Shahico Services","27-02-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27-02-2019","700","","","","","",""
"","204539","Shahico Services","03-07-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03-07-2019","350","","","","","",""
"","204918","Shahico Services","07-07-2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","07-07-2019","200","","","","","",""
"","201566","Shahico Services","19-05-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19-05-2016","1737","","","","","",""
"","202007","Shahico Services","10-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10-08-2016","725","","","","","",""
"","202584","Shahico Services","10-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","04-04-2017","516","","","","","",""
"","202179","Shahico Services","22-11-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-11-2016","850","","","","","",""
"","202483","Shahico Services","15-02-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15-02-2017","5","","","","","",""
"","201737","Shahico Services","28-06-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28-06-2016","200","","","","","",""
"","201843","Shahico Services","13-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13-08-2016","0","","","","","",""
"","202032","Shahico Services","10-12-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10-12-2016","11","","","","","",""
"","202225","Shahico Services","12-10-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12-10-2016","10","","","","","",""
"","202226","Shahico Services","12-10-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12-10-2016","0","","","","","",""
"","203282","Shahico Services","25-11-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25-11-2017","701","","","","","",""
"","203283","Shahico Services","25-11-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25-11-2017","350","","","","","",""
"","203292","Shahico Services","12-03-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12-03-2017","3","","","","","",""
"","201326","Shahico Services","16-02-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16-02-2016","40","","","","","",""
"","201196","Shahico Services","27-12-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27-12-2015","10","","","","","",""
"","204010","Shahico Services","25-07-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25-07-2018","290","","","","","",""
"","203910","Shahico Services","27-06-2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27-06-2018","60","","","","","",""
"","20125","Shahico Services","10-06-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10-06-2015","45","","","","","",""
"","20130","Shahico Services","10-07-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10-07-2015","10","","","","","",""
"","20162","Shahico Services","10-12-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10-12-2015","140","","","","","",""
"","20163","Shahico Services","10-07-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10-07-2015","45","","","","","",""
"","20170","Shahico Services","20-10-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20-10-2015","0","","","","","",""
"","20177","Shahico Services","21-10-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-10-2015","55","","","","","",""
"","201750","Shahico Services","11-01-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11-01-2015","45","","","","","",""
"","201762","Shahico Services","11-02-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11-02-2015","90","","","","","",""
"","201773","Shahico Services","11-07-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11-07-2015","15","","","","","",""
"","201787","Shahico Services","11-11-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11-11-2015","0","","","","","",""
"","201135","Shahico Services","12-06-2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12-06-2015","130","","","","","",""
"","201262","Shahico Services","20-01-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20-01-2016","0","","","","","",""
"","201419","Shahico Services","03-08-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03-08-2016","1500","","","","","",""
